war,tl
"Kinahanglan pagtorion an kada usa, ngan mahihimo ini nga lawasnon nga tigaman hin pagpakita nga waray kataposan an aton ginsaaran.","Sa inyong buong lahi, bawat lalaking may gulang na walong araw sa inyo ay tutuliin, maging ang aliping ipinanganak sa inyong bahay, o ang binili ng salapi sa sinumang taga-ibang lupa na hindi sa iyong lahi."
"Diri na pag-iisipon nga sakop han akon mga tawo an bisan hin-o nga lalake nga diri pagtorion, kay waray hiya magtuman han aton ginsaaran.”",Ang aliping ipinanganak sa bahay at ang binili ng iyong salapi ay dapat tuliin; at ang aking tipan ay makikita sa iyong laman bilang tipang walang hanggan.
"Nagsiring an Dyos kan Abraham, “Ayaw na pagtawgon nga Sarai an imo asawa; tikang yana Sara na an iya ngaran.","Ang sinumang lalaking hindi tuli, na hindi tinuli ang balat ng maselang bahagi ay ititiwalag sa kanyang bayan; sinira niya ang aking tipan.”"
"Pagbebendisyonan ko hiya, ngan tatagan ko ikaw hin usa nga anak nga lalake pinaagi ha iya. Pagbebendisyonan ko hiya, ngan mahihimo hiya nga iroy hin mga nasod, ngan magkakamay-ada kahadian dida han iya mga tulin.”","At sinabi ng Diyos kay Abraham, “Tungkol kay Sarai na iyong asawa, huwag siyang tatawaging Sarai, kundi Sara ang magiging pangalan niya."
"Hinmapa hi Abraham, kundi nahipatawa hiya han pakahunahuna niya, “Makakaanak pa ba in usa nga lalake nga 100 na an iya panuigon? Mag-aanak pa ba hi Sara nga 90 na?”","Siya'y aking pagpapalain, at bibigyan kita ng anak sa pamamagitan niya. Siya'y aking pagpapalain, at siya'y magiging ina ng mga bansa; ang mga hari ng mga bayan ay magmumula sa kanya.”"
"Ginpakianhan niya an Dyos, “Kay ano nga diri na la hi Ismael an himoon nga sumurunod ha akon?”","Nang magkagayo'y nagpatirapa at tumawa si Abraham, at sinabi sa kanyang sarili, “Magkakaanak pa kaya ang isang tao na isandaang taong gulang na? Manganak pa kaya si Sara na siyamnapung taong gulang na?”"
"Kundi nagsiring an Dyos, “Diri. Mag-aanak hi Sara nga imo asawa hin usa nga lalake ngan pagngangaranan mo hiya nga Isaac. Pagtutumanon ko ha kadayonan dida ha iya ngan han iya mga tulin an akon ginsaaran. Usa ini nga waray kataposan nga ginsaaran.","At sinabi ni Abraham sa Diyos, “Bakit hindi na lang si Ismael ang magmana ng mga ipinangako ninyo sa akin?”"
"Hinbatian ko an imo hangyo hiunong kan Ismael, sanglit pagbebendisyonan ko hiya ngan tatagan ko hiya hin damo nga mga anak ngan damo nga mga tulin. Magigin amay hiya hin dose nga mga punoan, ngan hihimoon ko nga usa nga dako nga nasod an iya mga tulin.","Sinabi ng Diyos, “Hindi! Ang iyong asawang si Sara ay tiyak na magkakaanak sa iyo, at tatawagin mo siya sa pangalang Isaac. Itatatag ko ang aking tipan sa kanya bilang isang walang hanggang tipan, at sa kanyang lahi pagkamatay niya."
"Kundi pagtutumanon ko an akon ginsaaran dida kan Isaac nga imo anak nga lalake, nga ig-aanak ni Sara ha sugad hini nga panahon han sunod nga tuig.”","Tungkol kay Ismael ay narinig kita. Pinagpala ko siya at siya'y gagawin kong mabunga at lubos kong pararamihin. Labindalawang prinsipe ang kanyang magiging anak, at siya'y gagawin kong malaking bansa."
"Han kahuman paghimangraw han Dyos kan Abraham, iya binayaan hiya.",Aking itatatag ang aking tipan kay Isaac na ipapanganak sa iyo ni Sara sa panahong ito sa taong darating.”
"Hito ngahaw nga adlaw, ginsugot ni Abraham an Dyos ngan gintori niya hi Ismael nga iya anak ngan an ngatanan nga iba pa nga kalalaken-an didto han iya balay, pati an mga oripon nga natawo didto han iya balay ngan adton iya mga pinalit.","Pagkatapos makipag-usap sa kanya, ang Diyos ay pumaitaas na mula kay Abraham."
"An panuigon ni Abraham 99 na han pagtoria ha iya,","Ipinagsama ni Abraham si Ismael, na kanyang anak, at ang lahat ng ipinanganak sa kanyang bahay, at ang lahat ng binili niya ng kanyang salapi, ang lahat ng lalaki sa mga kasambahay ni Abraham, at kanyang tinuli ang balat ng maselang bahagi ng kanilang katawan nang araw ding iyon, ayon sa sinabi ng Diyos sa kanya."
ngan 13 na an panuigon ni Ismael nga iya anak.,Si Abraham ay siyamnapu't siyam na taong gulang nang tuliin ang balat ng kanyang maselang bahagi.
"Gintori hira nga duha hito manta nga adlaw,",At si Ismael ay labintatlong taon nang tuliin ang balat ng kanyang maselang bahagi.
upod an ngatanan nga mga oripon ni Abraham.,Nang araw ding iyon ay tinuli si Abraham at si Ismael na kanyang anak.
"Pinmakita an Ginoo kan Abraham didto han baraan nga kakahoyan han Mamre. Han nalingkod hi Abraham dida han porta han iya tulda ha takna nga naudtohan an adlaw,",Ang Panginoon ay nagpakita kay Abraham sa may punong ensina ni Mamre habang siya'y nakaupo nang kainitan ang araw sa pintuan ng tolda.
"hinmangad hiya ngan hinkit-an niya in tulo ka tawo nga natukdaw didto. Han paghikit-i gudla niya ha ira, dinmalagan hiya hin pagtapo ha ira. Hinmapa hiya","Itinaas niya ang kanyang paningin at nakita ang tatlong lalaki na nakatayo na malapit sa kanya. Nang sila'y kanyang makita, tumakbo siya upang sila'y salubungin mula sa pintuan ng tolda, at yumuko siya sa lupa."
"ngan nagsiring, “Mga mano, ayaw gad kamo pagpadayon han iyo paglakat, kundi hapit kamo anay madaliay; andam ako hin pagsirbe ha iyo.","At sinabi, “Panginoon ko, kung ako'y nakatagpo ng biyaya sa inyong paningin ay hinihiling ko sa inyo na huwag mong lampasan ang iyong lingkod."
Tugoti ako hin pagkuha hin tubig para hin panhimsaw niyo; makakapahuway kamo dinhe ha lindong hini nga kahoy.,"Hayaan mong dalhan ko kayo rito ng kaunting tubig, at maghugas kayo ng inyong mga paa, at magpahinga kayo sa lilim ng kahoy."
"Makuha liwat ako hin gutiay nga pagkaon; makakapakusog ini ha iyo ha pagpadayon han iyo paglakat. Ginpasidunggan ako niyo pinaagi hin pagkanhi ha akon balay, sanglit tugoti gad ako hin pagsirbe ha iyo.”","Kukuha ako ng kaunting tinapay upang makapagpalakas sa inyo, at pagkatapos ay magpatuloy na kayo, yamang kayo'y pumarito sa inyong lingkod.” Kaya't sinabi nila, “Gawin mo ang ayon sa iyong sinabi.”"
"Binmaton hira, “Salamat ha imo; buhata an imo karuyag.”","Si Abraham ay nagmadaling pumunta sa tolda ni Sara, at sinabi, “Dali! Maghanda ka ng tatlong takal ng mainam na harina, masahin mo at gawing mga tinapay.”"
"Nagdagmit hi Abraham ngadto han tulda ngan nagsiring kan Sara, “Dali kuha han gimamaupayi mo nga harina ngan paghimo hin tinapay.”","At tumakbo si Abraham sa bakahan at kumuha ng isang bata at malusog na baka, at ibinigay sa alipin na nagmamadaling inihanda ito."
"Niyan dinmalagan hiya ngadto han turil ngan ginpili in usa nga nati nga baka nga bata pa ngan matambok, ngan iginhatag ini ngadto hin usa nga surugoon nga nagdagmit hin pag-andam hini.","Kinuha niya ang mantekilya, gatas, at ang bakang inihanda niya, at inihain sa harapan nila. Siya'y tumayo sa tabi nila sa lilim ng punungkahoy samantalang sila'y kumakain."
"Kinmuha hi Abraham hin kisiyo, gatas, ngan han karne, ngan igindurot ini pagkaon ngadto han mga tawo. Didto ha sirong han kahoy, hiya gud an nagsirbe ha ira, ngan nangaon hira.","At sinabi nila sa kanya, “Nasaan si Sara na iyong asawa?” At sinabi niya “Naroon siya sa tolda.”"
"Niyan pinmakiana kan Abraham an mga tawo, “Hain man hi Sara nga imo asawa?”","At sinabi ng isa, “Ako ay tiyak na babalik sa iyo sa tamang panahon, at si Sara na iyong asawa ay magkakaanak ng isang lalaki.” Si Sara noon ay nakikinig sa may pintuan ng tolda na nasa likuran niya."
"“Aadto hiya ha sakob han tulda,” binmaton hiya.",Sina Abraham at Sara ay kapwa matanda na at lipas na sa panahon. Si Sara ay hindi na dinadatnan ng tulad ng likas sa mga babae.
"Nagsiring in usa ha ira, “Mabalik ako siyam ka bulan tikang yana, ngan mag-aanak hi Sara nga imo asawa hin usa nga lalake.”","Nagtawa si Sara sa kanyang sarili, na sinasabi, “Pagkatapos na ako'y tumanda at matanda na rin ang asawa ko, magkakaroon pa ba ako ng kasiyahan?”"
Nagpipinamati hi Sara ha luyo han tawo ha hirani han porta han tulda.,"At sinabi ng Panginoon kay Abraham, “Bakit tumawa si Sara, na sinasabi, ‘Tunay kayang ako'y manganganak, kahit matanda na ako?’”"
"Lagas na hin duro hira Abraham ug Sara, ngan hinmunong na an ikinabulan nga regla ni Sara.","“Mayroon bang anumang bagay na napakahirap sa Panginoon ? Sa takdang panahon ay babalik ako sa iyo, sa tamang panahon, at si Sara ay magkakaanak ng isang lalaki.”"
"Sanglit nahipatawa hi Sara ha iya la ngahaw ngan nagsiring, “Yana nga lagas ngan laos na ako, maruruyag pa ba ako hin pakighilawas? Ngan labot pa, lagas na liwat hin duro an akon bana.”","Subalit nagkaila si Sara, na sinasabi, “Hindi ako tumawa,” sapagkat siya'y natakot. Ngunit sinabi ng Panginoon , “Hindi. Ikaw ay talagang tumawa.”"
"Niyan nagpakiana kan Abraham an Ginoo , “Kay ano nga nahipatawa ngan nagsiring man hi Sara, ‘Mag-aanak pa ba ako nga lagas na man ako hin duro?’",Tumindig mula roon ang mga lalaki at tumingin sa dakong Sodoma; at sinamahan sila ni Abraham upang ihatid sila sa daan.
"May-ada ba butang nga diri mahihimo han Ginoo ? Sumala han akon iginsiring, siyam ka bulan tikang yana mabalik ako ngan mag-aanak hi Sara hin lalake.”","At sinabi ng Panginoon , “Ililihim ko ba kay Abraham ang aking gagawin;"
"Iginlirong ini ni Sara kay nahadlok hiya. Nagsiring hiya, “Waray ako tumawa.”","yamang si Abraham ay magiging isang dakila at makapangyarihang bansa, at ang lahat ng bansa sa lupa ay pagpapalain sa pamamagitan niya?"
"Binmaton an Ginoo , “Ayaw na la paglirong, matuod nga tinmawa ka.”","Hindi, sapagkat siya'y aking pinili upang kanyang tagubilinan ang kanyang mga anak at sambahayan pagkamatay niya, na maingatan ang daan ng Panginoon sa pamamagitan ng paggawa ng kabanalan at kahatulan; upang maibigay ng Panginoon kay Abraham ang ipinangako niya sa kanya.”"
"Niyan nagkalakat an mga tawo ngan kinmadto hira hin usa nga dapit nga hintatamdan nira an Sodoma, ngan binmunyog ha ira hi Abraham hin pagpagikan ha ira.","Sinabi ng Panginoon , “Ang sigaw laban sa Sodoma at Gomorra ay malakas, at sapagkat ang kasalanan nila ay napakalubha,"
"Ngan nagsiring ha iya la ngahaw an Ginoo , “Diri ko pagtatagoon kan Abraham an akon nahuhunahunaan hin pagbuhat.",at bababa ako ngayon at titingnan ko kung ginawa nga nila ang ayon sa sigaw na dumating sa akin; at kung hindi ay aking malalaman.”
"Mahihimo nga dako ngan gamhanan nga nasod an iya mga tulin, ngan pinaagi ha iya pagbebendisyonan ko an ngatanan nga mga nasod.",At ang mga lalaki ay lumayo mula roon at nagtungo sa Sodoma samantalang si Abraham ay nanatiling nakatayo sa harapan ng Panginoon .
"Ginpili ko hiya basi pagsugoon unta niya an iya mga anak nga kalalaken-an ngan an iya mga tulin hin pagsugot ha akon ngan pagbuhat han matadong ngan kaangayan. Kon pagbuhaton nira ini, pagtutumanon ko para ha iya an ngatanan nga akon iginsaad.”","Lumapit si Abraham at nagsabi, “Ang mga banal ba ay iyong lilipuling kasama ng mga masama?"
"Niyan nagsiring an Ginoo kan Abraham, “May-ada magpakaharadlok nga mga sumbong kontra han Sodoma ug Gomora, ngan dako na hin duro an ira sala.",Halimbawang may limampung banal sa loob ng bayan; lilipulin mo ba at di mo patatawarin ang lugar na iyon alang-alang sa limampung banal na nasa loob noon?
Kinahanglan lumusad ako hin pag-usisa kon matuod ba o diri an mga sumbong nga akon hinbatian.”,"Malayong gagawa ka ng ganito, na ang banal ay iyong pataying kasama ng masama, anupa't ang banal ay makatulad sa masama! Malayong mangyari iyan! Di ba gagawa ng matuwid ang Hukom ng buong mundo?”"
"Niyan nagkalakat an duha ka tawo ngan nagtipakadto ha Sodoma, kundi pinmabilin an Ginoo upod kan Abraham.","At sinabi ng Panginoon, “Kung makatagpo ako sa Sodoma ng limampung banal sa loob ng bayan, patatawarin ko ang buong lugar na iyon alang-alang sa kanila.”"
"Gindaop ni Abraham an Ginoo ngan ginpakianhan, “Tinuod ba nga pagpupuohon mo an mga waray sala upod han mga salaan?","Sumagot si Abraham, at nagsabi, “Mangangahas akong magsalita sa Panginoon, akong alabok at abo lamang."
"Kon may-ada 50 nga magtadong nga mga tawo didto han syudad, pagpupuohon ba nimo an bug-os nga syudad? Diri mo ba pasasayloon an syudad basi matalwas an 50?","Kung sakaling magkukulang ng lima sa limampung banal, lilipulin mo ba ang buong bayan dahil sa limang kulang?” At sinabi niya, “Hindi ko lilipulin kung makatagpo ako roon ng apatnapu't lima.”"
"Maaram ako nga diri mo pamamatayon an magtadong upod han mga salaan. Diri gud ini mahihimo! Diri gud ini pagbubuhaton nimo. Kon pagbuhaton mo ini, makakastigo an mga magtadong upod han mga salaan. Diri gud mahihimo ito! Kinahanglan magbuhat hin matadong an Maghurukom han bug-os nga tuna.”","At siya'y muling nagsalita sa kanya, at nagsabi, “Halimbawang may matatagpuang apatnapu.” At sinabi niya, “Hindi ko gagawin alang-alang sa apatnapu.”"
"Binmaton an Ginoo , “Kon hiagian ko didto ha Sodoma in 50 nga magtadong nga mga tawo, pasasayloon ko an bug-os nga syudad tungod ha ira.”","Pagkatapos ay sinabi niya, “O huwag sanang magalit ang Panginoon, at ako'y magsasalita. Kung sakaling may matatagpuan doong tatlumpu.” At sinabi niya, “Hindi ko gagawin kung makakatagpo ako roon ng tatlumpu.”"
"Nagyakan liwat hi Abraham, “Pasayloa intawon, O Ginoo , an akon pagpangahas hin pagpadayon hin pakighimangraw ha imo. Tawo man la ako, ngan waray ko gud katungod hin pagyakan hin bisan ano.","At kanyang sinabi, “Ako'y mangangahas magsalita sa Panginoon. Kung sakaling may matatagpuan doong dalawampu.” At sinabi niya, “Hindi ko lilipulin alang-alang sa dalawampu.”"
"Kundi bangin may-ada la 45 nga magtadong nga mga tawo, kulang hin lima nga mag 50. Pagpupuohon mo ba an bug-os nga syudad tungod nga nagkulang hin lima an magtadong?”","Pagkatapos ay sinabi niya, “O huwag magalit ang Panginoon at magsasalita na lamang akong minsan; kung sakaling may matatagpuan doong sampu.” At sinabi niya, “Hindi ko lilipulin alang-alang sa sampu.”"
"Binmaton an Ginoo , “Diri ko pagbubungkagon an syudad kon hiagian ko didto in 45 nga magtadong nga mga tawo.”",At umalis ang Panginoon pagkatapos na makipag-usap kay Abraham at si Abraham ay nagbalik sa kanyang lugar.
"Han pag-abot han duha nga mga anghel ngadto ha Sodoma hito nga gab-i, nalingkod hi Lot dida han ganghaan han syudad. Han pakakita gudla niya ha ira, binmuhat hi Lot ngan gintapo hira. Hinmapa hiya ha atubangan nira,",Dumating ang dalawang anghel sa Sodoma nang nagtatakipsilim na. Si Lot ay nakaupo sa pintuang-bayan ng Sodoma. Sila'y nakita ni Lot at tumindig upang salubungin sila; at iniyukod ang kanyang mukha sa lupa.
"ngan nagsiring, “Mga mano, iini ako hin pagsirbe ha iyo. Pakadi gad kamo ha akon balay, basi makapanhimsaw kamo ngan didto magpalabay han gab-i. Ha pagkaaga makakabangon kamo hin timprano ngan makakagpadayon han iyo paglakat.”","At sinabi, “Ngayon mga panginoon ko, hinihiling ko sa inyo na kayo'y bumalik at tumuloy sa bahay ng inyong lingkod, at magpalipas ng gabi, at maghugas ng inyong mga paa, at sa madaling araw ay magsibangon kayo at magpatuloy ng inyong paglakad.” Kanilang sinabi, “Hindi, sa lansangan kami magpapalipas ng buong magdamag.”"
"Kundi binmaton hira, “Ayaw, aanhi la kami ha plasa han syudad magpapalabay han gab-i.”","Ngunit kanyang pinilit nang husto kaya't sila'y nagsipasok sa kanyang bahay. Sila'y kanyang ipinaghanda, ipinagluto ng mga tinapay na walang pampaalsa, at sila ay kumain."
"Nagpadayon hiya hin paghangyo ha ira, ngan ha kataposan inmupod hira ha iya ngadto han iya balay. Ginsugo ni Lot an iya mga surugoon hin paghimo hin tinapay ngan pag-andam hin maupay nga pagkaon para han iya mga bisita. Han andam na ini, nangaon hira.","Subalit bago sila nagsihiga, ang mga lalaki ng lunsod, ang mga lalaki sa Sodoma, maging mga bata at matanda, lahat ng mga tao hanggang sa pinakahuling tao, ay pumalibot sa bahay."
"Han waray pa mangangaturog an mga bisita, ginpalibotan han mga kalalaken-an han Sodoma an balay. Nakadto an ngatanan nga kalalaken-an han syudad, mga batan-on ngan mga tigurang.","Kanilang tinawagan si Lot at sinabi, “Saan naroon ang mga lalaking dumating sa iyo nang gabing ito? Ilabas mo sila sa amin upang makilala namin sila.”"
"Gintawag nira hi Lot ngan ginpakianhan, “Hain na an mga lalake nga kinmanhi hin paghuron dinhe ha imo yana nga gab-i? Pagawsa hira ngadi ha amon!” Karuyag makighilawas ha ira an kalalaken-an han Sodoma.","Lumabas si Lot sa pintuan upang humarap sa kanila, at isinara ang pinto sa likuran niya."
Ginmawas hi Lot ngan ginsadhan an porta ha luyo niya.,"At sinabi niya, “Mga kapatid ko, nakikiusap ako na huwag kayong gumawa ng ganyang kasamaan."
"Iya ginsiring hira, “Kasangkayan, nakikimalooy ako ha iyo, ayaw gad pagbuhata niyo in sugad kamaraot nga butang!","Narito, may dalawa akong anak na babae na hindi pa nasipingan ng lalaki. Sila'y aking ilalabas sa inyo, at gawin ninyo sa kanila ang ayon sa inyong nais, huwag lamang ninyong gawan ng anuman ang mga lalaking ito, sapagkat sila'y nasa ilalim ng aking bubungan.”"
"Tan-awa, may-ada ko duha nga mga anak nga kababayen-an nga mga uray pa. Igagawas ko hira nganhi ha iyo ngan makakahimo kamo han bisan ano nga iyo karuyag pagbuhaton ha ira. Kundi ayaw niyo pagbuhati hin bisan ano ini nga mga tawo. Mga bisita ko hira dinhe han akon balay ngan kinahanglan pagpanalipdan ko hira.”","At sinabi nila, “Manatili ka diyan!” At sinabi pa nila, “Ang taong ito'y naparito bilang dayuhan, at ibig niyang maging hukom! Ngayon, gagawan ka namin ng higit na masama kaysa kanila.” At kanilang ipinagtulakan ang lalaking si Lot, at nagsilapit upang sirain ang pintuan."
"Kundi nagsiring hira, “Pabay-i la kami. Diri ka taga dinhe! Baga hin-o ka nga magbubuot han amon pagbubuhaton? Iwas dida, kay kon diri, bangin ikaw lugod an amon pagbuhatan hin labaw pa ka mahilas nga butang!” Gintikwang nira hi Lot ngan hinmarani hira hin pagruba han porta.",Subalit iniunat ng mga lalaki ang kanilang kamay at binatak si Lot sa loob ng bahay at kanilang sinarhan ang pintuan.
"Kundi ginkaptan han duha nga tawo hi Lot, ngan ginbutong hiya ngadto ha sakob, ngan ginsadhan an porta.","At binulag nila ang mga taong nasa pintuan ng bahay, maging maliit o malaki, anupa't hindi nila makita ang pintuan."
"Niyan ginbuta an ngatanan nga kalalaken-an didto ha gawas, sanglit waray na hira makakatultol han porta.","At sinabi ng mga lalaki kay Lot, “Mayroon ka pa ba ritong kasama? Paalisin mo sa lugar na ito ang iyong mga manugang na lalaki at mga anak na lalaki at babae, o sinuman sa mga kasamahan mo sa lunsod."
"Nagsiring kan Lot an duha nga kalalaken-an, “Kon may-ada pa nimo iba nga mga tawo dinhe—mga anak nga kalalaken-an, mga anak nga kababayen-an, mga umagad nga kalalaken-an o bisan hin-o nga iba nga imo kauropdan nga nag-uokoy dinhe han syudad—pagawsa dayon hira ngatanan,",Sapagkat malapit na naming lipulin ang lugar na ito dahil sa napakalakas na ng sigaw laban sa bayang ito sa harap ng Panginoon ; at kami ay sinugo ng Panginoon upang ito ay aming lipulin.”
kay pagbubungkagon namon ini nga dapit. Hinbatian han Ginoo an magpakalilisang nga mga sumbong kontra hini nga mga tawo ngan ginsugo kami hin pagbungkag han Sodoma.”,"Kaya't si Lot ay lumabas at kinausap ang kanyang mga manugang na noon ay mapapangasawa ng kanyang mga anak na babae, at sinabi, “Tumindig kayo, magsialis kayo sa lugar na ito; sapagkat gugunawin ng Panginoon ang bayan.” Subalit ang akala ng kanyang mga manugang ay nagbibiro siya."
"Niyan kinmadto hi Lot han kalalaken-an nga nangangasawa han iya mga anak nga kababayen-an, ngan nagsiring, “Dali ngan gawas kamo dinhe; pagbubungkagon han Ginoo ini nga dapit.” Kundi naghunahuna hira nga nag-iintrimis la hiya.","Kinaumagahan, pinapagmadali ng mga anghel si Lot, na sinasabi, “Bumangon ka, isama mo ang iyong asawa at ang iyong dalawang anak na babae na narito, baka pati ikaw ay madamay sa parusa sa bayan.”"
"Han maagahon pa, gintinguha han mga anghel hin pagpadagmit kan Lot. “Dali!” nagsiring hira. “Dad-a an imo asawa ngan an duha mo nga mga anak nga kababayen-an ngan gawas kamo, basi diri kamo mamatay kon pagbungkagon an syudad.”","Subalit siya'y nagtagal. Kaya't dahil sa habag sa kanya ng Panginoon , hinawakan ng mga lalaki ang kanyang kamay at ang kamay ng kanyang asawa, at ang kamay ng kanyang dalawang anak na babae; at siya'y inilabas nila at iniwan sa labas ng bayan."
"Baga nag-alang pa hi Lot. Kundi nalooy ha iya an Ginoo ; sanglit kinaptan han duha nga kalalaken-an hiya, an iya asawa, ngan an iya duha nga mga anak nga kababayen-an ngan ginpagawas hira han syudad.","Nang sila'y mailabas na nila, ay sinabi nila, “Tumakas ka alang-alang sa iyong buhay. Huwag kang lumingon o huminto man sa buong libis; tumakas ka hanggang sa bundok, sapagkat kung hindi, ikaw ay mamamatay.”"
"Ngan nagsiring an usa han mga anghel, “Dalagan kamo basi diri kamo magkamatay! Ayaw kamo paglingi ngan ayaw paghunong didto han kahamub-an. Dalagan kamo ngadto han kapungtoran basi diri kamo magkamatay!”","At sinabi sa kanila ni Lot, “Huwag, mga panginoon ko!"
"Kundi binmaton hi Lot, “Kon mahimo, diri gad kami makadto hito nga dapit.","Ang lingkod mo ay nakatagpo ng biyaya sa iyong paningin, at nagpakita ka sa akin ng malaking awa sa pagliligtas ng aking buhay. Subalit hindi ko kayang tumakas sa bundok, baka ako'y abutan ng kapahamakan, at ako'y mamatay."
"Ginbuhat mo na ha akon in dako nga pagkalooy ngan gintalwas mo pa an akon kinabuhi. Kundi hirayo hin duro an kapungtoran; bangin hiabotan ako han karat-an, ngan mapatay ako ha diri pa ako maabot didto.","Tingnan mo, ang kasunod na lunsod ay malapit lamang upang matakasan at iyon ay maliit. Pahintulutan mo akong tumakas roon. Hindi ba iyon ay maliit lamang at ang aking buhay ay maliligtas?”"
Nakita ka ba ito nga gutiay nga bungto? Hirani la ito. Tugoti ako hin pagkadto—nakita ka man nga gutiay la ito nga dapit—ngan magagawas ako han kataragman.”,"At sinabi niya sa kanya, “O sige, pinapayagan din kita sa bagay na ito at hindi ko na gugunawin ang lunsod na iyong binanggit."
"Binmaton hiya, “Sigi, kadto na. Diri ko pagbubungkagon ito nga bungto.","Magmadali ka, tumakas ka roon; sapagkat wala akong magagawa hanggang sa dumating ka roon.” Kaya't ang pangalang itinawag sa bayang iyon ay Zoar."
Dali! Dalagan! Waray ko mahihimo hin pagbungkag tubtob han imo pag-abot didto.”,Ang araw ay sumikat na sa lupa nang dumating si Lot sa Zoar.
"Tungod nga gintawag ini ni Lot nga gutiay, ginngaranan an bungto nga Zoar.",At buhat sa langit ay nagpaulan ang Panginoon sa Sodoma at Gomorra ng asupre at apoy.
Nasirang na an adlaw han pag-abot ni Lot ngadto ha Zoar.,"Ginunaw niya ang mga lunsod na iyon, at ang buong libis at ang lahat ng nakatira sa mga lunsod at ang tumutubo sa lupa."
"Ha gilayon ginpauranan han Ginoo an mga syudad han Sodoma ug Gomora hin nagkakalayo nga asufre,","Subalit ang asawa ni Lot ay lumingon sa likuran niya, at siya ay naging haliging asin."
"ngan ginbungkag ini ngan an bug-os nga kahamub-an, upod an ngatanan nga mga tawo didto, ngan an ngatanan nga naturok dida han tuna.","Kinaumagahan, si Abraham ay maagang nagtungo sa dakong kinatayuan niya sa harap ng Panginoon ."
Kundi linmingi an asawa ni Lot ngan nahimo hiya nga harigi nga asin.,"Siya'y tumingin sa dakong Sodoma at Gomorra, at sa buong lupain ng libis. At kanyang nakita na ang usok ng lupain ay tumataas na parang usok ng isang hurno."
Timprano pa han pagkaaga nagdagmit hi Abraham ngadto han dapit nga iya gintukdawan ha atubangan han Ginoo .,"At nangyari, nang gunawin ng Diyos ang mga lunsod ng libis, naalala ng Diyos si Abraham, at inilabas si Lot nang gunawin ang mga lunsod na tinirahan niya."
"Ginlantaw niya an Sodoma ug Gomora ngan an bug-os nga kahamub-an, ngan hinkit-an niya in aso nga nag-usbok tikang han tuna, nga sugad hin aso nga tikang hin usa nga dako hin duro nga hudno.",Umahon si Lot papalabas sa Zoar at tumira sa bundok kasama ang kanyang dalawang anak na babae sapagkat siya'y takot na tumira sa Zoar. Siya'y tumira sa isang yungib kasama ang kanyang dalawang anak na babae.
"Kundi han pagbungkaga han Dyos han mga syudad han kahamub-an nga gin-ukyan ni Lot, waray hingalimot an Dyos kan Abraham, ngan gintalwas niya hi Lot han makalilisang nga kataragman.","At sinabi ng panganay sa bunso, “Ang ating ama ay matanda na at walang lalaki sa lupa na sumiping sa atin, ayon sa kaugalian ng buong lupa."
"Tungod nga nahadlok hi Lot hin pag-ukoy didto ha Zoar, binmalhin hiya ngan an iya duha nga mga anak nga kababayen-an ngadto han kapungtoran, ngan nag-ukoy hira didto hin usa nga lungib.","Halika, painumin natin ng alak ang ating ama, at tayo'y sumiping sa kanya upang mapanatili natin ang binhi ng ating ama.”"
"Nagsiring an magurang nga anak ngadto han iya bugto, “Nagtitikalagas na an aton amay, ngan waray na kalalaken-an dinhe ha bug-os nga kalibutan nga mangangasawa ha aton, basi magkamay-ada kita mga anak.",At pinainom nila ng alak ang kanilang ama nang gabing iyon at pumasok ang panganay at sumiping sa kanyang ama. Hindi nalaman ng ama nang siya'y mahiga ni nang siya'y bumangon.
"Tana, paghubga ta an aton amay basi makadirig kita ha iya ngan magkamay-ada kita mga anak pinaagi ha iya.”","Kinabukasan, sinabi ng panganay sa bunso, “Tingnan mo, ako'y sumiping kagabi sa aking ama. Painumin din natin siya ng alak sa gabing ito. Pumasok ka at sumiping sa kanya upang mapanatili natin ang binhi ng ating ama.”"
"Hito nga gab-i ginpainom nira hin bino an ira amay, ngan nakighilawas ha iya an magurang nga anak nga babaye. Kundi uraura hiya hin ka hubog nga waray hiya makasabot hini.",At pinainom din nila ng alak ang kanilang ama nang gabing iyon. Tumindig ang bunso at sumiping sa ama. Hindi nalaman ng ama nang siya'y mahiga ni nang siya'y bumangon.
"Han pagkabuwas nagsiring an magurang nga anak ngadto han iya bugto, “Dinmirig ako ha iya kagab-i; yana paghubga ta liwat hiya niyan nga gab-i, ngan ikaw na man an dirig ha iya. Niyan nagkakamay-ada anak an kada usa ha aton pinaagi han aton tatay.”",Sa ganito'y kapwa nagdalang-tao ang mga anak ni Lot sa pamamagitan ng kanilang ama.
"Sanglit hito nga gab-i ira ginhubog hiya, ngan nakighilawas ha iya an manghod nga anak. Hubog na liwat hiya hin duro sanglit waray gud hiya makasabot hini.","Nanganak ang panganay ng isang lalaki, at tinawag sa pangalang Moab na siyang ama ng mga Moabita hanggang sa araw na ito."
"Dida hini nga paagi nagburod an duha nga mga anak nga kababayen-an ni Lot, pinaagi han ira kalugaringon nga amay.","At ang bunso ay nanganak din ng isang lalaki, at tinawag sa pangalang Benammi na siyang ama ng mga anak ni Ammon hanggang sa araw na ito."
